User ID,Post ID,Plastic Type,Item Location,Quantity,Starting Price,Industry,User Interaction Type
U164,P138,SPI 2,Batticaloa,180,211,Recycling,bid
U1,P537,SPI 2,Jaffna,118,800,Manufacturing,view
U14,P537,SPI 2,Jaffna,118,800,Manufacturing,bid
U30,P537,SPI 2,Jaffna,118,800,Manufacturing,view
U64,P537,SPI 2,Jaffna,118,800,Manufacturing,bid
U81,P537,SPI 2,Jaffna,118,800,Manufacturing,view
U119,P537,SPI 2,Jaffna,118,800,Manufacturing,view
U131,P537,SPI 2,Jaffna,118,800,Manufacturing,view
U145,P537,SPI 2,Jaffna,118,800,Manufacturing,bid
U146,P537,SPI 2,Jaffna,118,800,Manufacturing,view
U1,P181,SPI 2,Jaffna,110,852,Manufacturing,view
U103,P181,SPI 2,Jaffna,110,852,Manufacturing,view
U156,P181,SPI 2,Jaffna,110,852,Manufacturing,view
U159,P181,SPI 2,Jaffna,110,852,Manufacturing,view
U1,P370,SPI 6,Moratuwa,40,309,Other,bid
U22,P370,SPI 6,Moratuwa,40,309,Other,bid
U55,P370,SPI 6,Moratuwa,40,309,Other,view
U60,P370,SPI 6,Moratuwa,40,309,Other,view
U70,P370,SPI 6,Moratuwa,40,309,Other,bid
U98,P370,SPI 6,Moratuwa,40,309,Other,view
U112,P370,SPI 6,Moratuwa,40,309,Other,bid
U144,P370,SPI 6,Moratuwa,40,309,Other,view
U151,P370,SPI 6,Moratuwa,40,309,Other,bid
U1,P1,SPI 2,Ragama,134,790,Other,view
U12,P1,SPI 2,Ragama,134,790,Other,view
U27,P1,SPI 2,Ragama,134,790,Other,view
U30,P1,SPI 2,Ragama,134,790,Other,view
U63,P1,SPI 2,Ragama,134,790,Other,bid
U110,P1,SPI 2,Ragama,134,790,Other,view
U116,P1,SPI 2,Ragama,134,790,Other,view
U127,P1,SPI 2,Ragama,134,790,Other,bid
U172,P1,SPI 2,Ragama,134,790,Other,view
U196,P1,SPI 2,Ragama,134,790,Other,bid
U1,P376,SPI 2,Gampaha,75,901,Manufacturing,bid
U21,P376,SPI 2,Gampaha,75,901,Manufacturing,bid
U30,P376,SPI 2,Gampaha,75,901,Manufacturing,view
U32,P376,SPI 2,Gampaha,75,901,Manufacturing,view
U38,P376,SPI 2,Gampaha,75,901,Manufacturing,view
U65,P376,SPI 2,Gampaha,75,901,Manufacturing,view
U116,P376,SPI 2,Gampaha,75,901,Manufacturing,bid
U126,P376,SPI 2,Gampaha,75,901,Manufacturing,view
U143,P376,SPI 2,Gampaha,75,901,Manufacturing,bid
U1,P578,SPI 6,Gampaha,133,951,Recycling,view
U41,P578,SPI 6,Gampaha,133,951,Recycling,view
U54,P578,SPI 6,Gampaha,133,951,Recycling,view
U117,P578,SPI 6,Gampaha,133,951,Recycling,bid
U130,P578,SPI 6,Gampaha,133,951,Recycling,bid
U163,P578,SPI 6,Gampaha,133,951,Recycling,view
U1,P543,SPI 4,Batticaloa,197,380,Recycling,bid
U50,P543,SPI 4,Batticaloa,197,380,Recycling,bid
U71,P543,SPI 4,Batticaloa,197,380,Recycling,view
U77,P543,SPI 4,Batticaloa,197,380,Recycling,view
U108,P543,SPI 4,Batticaloa,197,380,Recycling,view
U154,P543,SPI 4,Batticaloa,197,380,Recycling,bid
U159,P543,SPI 4,Batticaloa,197,380,Recycling,view
U164,P543,SPI 4,Batticaloa,197,380,Recycling,bid
U170,P543,SPI 4,Batticaloa,197,380,Recycling,bid
U186,P543,SPI 4,Batticaloa,197,380,Recycling,bid
U192,P543,SPI 4,Batticaloa,197,380,Recycling,view
U194,P543,SPI 4,Batticaloa,197,380,Recycling,bid
U1,P556,SPI 6,Kandy,79,989,Manufacturing,bid
U5,P556,SPI 6,Kandy,79,989,Manufacturing,bid
U17,P556,SPI 6,Kandy,79,989,Manufacturing,view
U34,P556,SPI 6,Kandy,79,989,Manufacturing,view
U76,P556,SPI 6,Kandy,79,989,Manufacturing,bid
U86,P556,SPI 6,Kandy,79,989,Manufacturing,bid
U100,P556,SPI 6,Kandy,79,989,Manufacturing,view
U139,P556,SPI 6,Kandy,79,989,Manufacturing,view
U140,P556,SPI 6,Kandy,79,989,Manufacturing,bid
U143,P556,SPI 6,Kandy,79,989,Manufacturing,view
U159,P556,SPI 6,Kandy,79,989,Manufacturing,bid
U160,P556,SPI 6,Kandy,79,989,Manufacturing,view
U167,P556,SPI 6,Kandy,79,989,Manufacturing,view
U1,P214,SPI 3,Batticaloa,148,957,Other,bid
U5,P214,SPI 3,Batticaloa,148,957,Other,bid
U22,P214,SPI 3,Batticaloa,148,957,Other,view
U48,P214,SPI 3,Batticaloa,148,957,Other,view
U66,P214,SPI 3,Batticaloa,148,957,Other,bid
U83,P214,SPI 3,Batticaloa,148,957,Other,bid
U85,P214,SPI 3,Batticaloa,148,957,Other,bid
U107,P214,SPI 3,Batticaloa,148,957,Other,bid
U119,P214,SPI 3,Batticaloa,148,957,Other,view
U127,P214,SPI 3,Batticaloa,148,957,Other,view
U139,P214,SPI 3,Batticaloa,148,957,Other,view
U190,P214,SPI 3,Batticaloa,148,957,Other,view
U192,P214,SPI 3,Batticaloa,148,957,Other,view
U1,P309,SPI 5,Moratuwa,196,881,Recycling,view
U2,P309,SPI 5,Moratuwa,196,881,Recycling,view
U28,P309,SPI 5,Moratuwa,196,881,Recycling,view
U31,P309,SPI 5,Moratuwa,196,881,Recycling,view
U33,P309,SPI 5,Moratuwa,196,881,Recycling,view
U56,P309,SPI 5,Moratuwa,196,881,Recycling,bid
U75,P309,SPI 5,Moratuwa,196,881,Recycling,view
U133,P309,SPI 5,Moratuwa,196,881,Recycling,view
U1,P107,SPI 4,Gampaha,126,570,Construction,view
U7,P107,SPI 4,Gampaha,126,570,Construction,view
U62,P107,SPI 4,Gampaha,126,570,Construction,bid
U104,P107,SPI 4,Gampaha,126,570,Construction,bid
U116,P107,SPI 4,Gampaha,126,570,Construction,view
U118,P107,SPI 4,Gampaha,126,570,Construction,bid
U123,P107,SPI 4,Gampaha,126,570,Construction,view
U125,P107,SPI 4,Gampaha,126,570,Construction,bid
U139,P107,SPI 4,Gampaha,126,570,Construction,view
U179,P107,SPI 4,Gampaha,126,570,Construction,view
U186,P107,SPI 4,Gampaha,126,570,Construction,bid
U1,P427,SPI 4,Malambe,126,406,Recycling,bid
U27,P427,SPI 4,Malambe,126,406,Recycling,view
U55,P427,SPI 4,Malambe,126,406,Recycling,bid
U58,P427,SPI 4,Malambe,126,406,Recycling,bid
U88,P427,SPI 4,Malambe,126,406,Recycling,view
U105,P427,SPI 4,Malambe,126,406,Recycling,bid
U116,P427,SPI 4,Malambe,126,406,Recycling,bid
U182,P427,SPI 4,Malambe,126,406,Recycling,view
U198,P427,SPI 4,Malambe,126,406,Recycling,bid
U1,P221,SPI 2,Udugampola,14,114,Manufacturing,bid
U86,P221,SPI 2,Udugampola,14,114,Manufacturing,bid
U123,P221,SPI 2,Udugampola,14,114,Manufacturing,bid
U179,P221,SPI 2,Udugampola,14,114,Manufacturing,view
U1,P478,SPI 4,Trincomalee,123,825,Recycling,view
U9,P478,SPI 4,Trincomalee,123,825,Recycling,view
U13,P478,SPI 4,Trincomalee,123,825,Recycling,view
U26,P478,SPI 4,Trincomalee,123,825,Recycling,view
U44,P478,SPI 4,Trincomalee,123,825,Recycling,view
U48,P478,SPI 4,Trincomalee,123,825,Recycling,bid
U73,P478,SPI 4,Trincomalee,123,825,Recycling,bid
U135,P478,SPI 4,Trincomalee,123,825,Recycling,view
U183,P478,SPI 4,Trincomalee,123,825,Recycling,view
U184,P478,SPI 4,Trincomalee,123,825,Recycling,bid
U1,P390,SPI 6,Colombo,80,321,Recycling,bid
U35,P390,SPI 6,Colombo,80,321,Recycling,bid
U56,P390,SPI 6,Colombo,80,321,Recycling,bid
U84,P390,SPI 6,Colombo,80,321,Recycling,view
U89,P390,SPI 6,Colombo,80,321,Recycling,bid
U174,P390,SPI 6,Colombo,80,321,Recycling,bid
U181,P390,SPI 6,Colombo,80,321,Recycling,bid
U1,P269,SPI 5,Ragama,22,946,Construction,view
U4,P269,SPI 5,Ragama,22,946,Construction,bid
U21,P269,SPI 5,Ragama,22,946,Construction,bid
U47,P269,SPI 5,Ragama,22,946,Construction,view
U64,P269,SPI 5,Ragama,22,946,Construction,view
U65,P269,SPI 5,Ragama,22,946,Construction,view
U78,P269,SPI 5,Ragama,22,946,Construction,view
U92,P269,SPI 5,Ragama,22,946,Construction,bid
U96,P269,SPI 5,Ragama,22,946,Construction,view
U103,P269,SPI 5,Ragama,22,946,Construction,bid
U118,P269,SPI 5,Ragama,22,946,Construction,bid
U163,P269,SPI 5,Ragama,22,946,Construction,bid
U1,P336,SPI 4,Malambe,110,912,Recycling,view
U12,P336,SPI 4,Malambe,110,912,Recycling,view
U58,P336,SPI 4,Malambe,110,912,Recycling,bid
U61,P336,SPI 4,Malambe,110,912,Recycling,bid
U68,P336,SPI 4,Malambe,110,912,Recycling,bid
U85,P336,SPI 4,Malambe,110,912,Recycling,view
U99,P336,SPI 4,Malambe,110,912,Recycling,bid
U132,P336,SPI 4,Malambe,110,912,Recycling,view
U138,P336,SPI 4,Malambe,110,912,Recycling,bid
U144,P336,SPI 4,Malambe,110,912,Recycling,view
U195,P336,SPI 4,Malambe,110,912,Recycling,view
U1,P544,SPI 2,Galle,87,568,Construction,view
U24,P544,SPI 2,Galle,87,568,Construction,bid
U53,P544,SPI 2,Galle,87,568,Construction,view
U62,P544,SPI 2,Galle,87,568,Construction,bid
U71,P544,SPI 2,Galle,87,568,Construction,bid
U73,P544,SPI 2,Galle,87,568,Construction,view
U89,P544,SPI 2,Galle,87,568,Construction,bid
U91,P544,SPI 2,Galle,87,568,Construction,bid
U94,P544,SPI 2,Galle,87,568,Construction,bid
U99,P544,SPI 2,Galle,87,568,Construction,bid
U102,P544,SPI 2,Galle,87,568,Construction,view
U113,P544,SPI 2,Galle,87,568,Construction,bid
U132,P544,SPI 2,Galle,87,568,Construction,view
U184,P544,SPI 2,Galle,87,568,Construction,bid
U185,P544,SPI 2,Galle,87,568,Construction,bid
U1,P74,SPI 4,Malambe,153,405,Manufacturing,view
U18,P74,SPI 4,Malambe,153,405,Manufacturing,view
U32,P74,SPI 4,Malambe,153,405,Manufacturing,view
U102,P74,SPI 4,Malambe,153,405,Manufacturing,view
U131,P74,SPI 4,Malambe,153,405,Manufacturing,bid
U134,P74,SPI 4,Malambe,153,405,Manufacturing,bid
U150,P74,SPI 4,Malambe,153,405,Manufacturing,view
U156,P74,SPI 4,Malambe,153,405,Manufacturing,bid
U184,P74,SPI 4,Malambe,153,405,Manufacturing,view
U198,P74,SPI 4,Malambe,153,405,Manufacturing,bid
U1,P210,SPI 5,Ratnapura,155,234,Other,view
U8,P210,SPI 5,Ratnapura,155,234,Other,view
U55,P210,SPI 5,Ratnapura,155,234,Other,view
U78,P210,SPI 5,Ratnapura,155,234,Other,view
U92,P210,SPI 5,Ratnapura,155,234,Other,bid
U1,P128,SPI 4,Gampaha,120,840,Manufacturing,bid
U42,P128,SPI 4,Gampaha,120,840,Manufacturing,bid
U48,P128,SPI 4,Gampaha,120,840,Manufacturing,bid
U84,P128,SPI 4,Gampaha,120,840,Manufacturing,view
U121,P128,SPI 4,Gampaha,120,840,Manufacturing,view
U139,P128,SPI 4,Gampaha,120,840,Manufacturing,bid
U148,P128,SPI 4,Gampaha,120,840,Manufacturing,view
U174,P128,SPI 4,Gampaha,120,840,Manufacturing,bid
U1,P306,SPI 5,Veyangoda,78,500,Recycling,bid
U11,P306,SPI 5,Veyangoda,78,500,Recycling,bid
U39,P306,SPI 5,Veyangoda,78,500,Recycling,view
U49,P306,SPI 5,Veyangoda,78,500,Recycling,bid
U52,P306,SPI 5,Veyangoda,78,500,Recycling,view
U95,P306,SPI 5,Veyangoda,78,500,Recycling,view
U113,P306,SPI 5,Veyangoda,78,500,Recycling,view
U115,P306,SPI 5,Veyangoda,78,500,Recycling,bid
U183,P306,SPI 5,Veyangoda,78,500,Recycling,bid
U1,P143,SPI 6,Matara,46,314,Construction,bid
U8,P143,SPI 6,Matara,46,314,Construction,view
U34,P143,SPI 6,Matara,46,314,Construction,bid
U38,P143,SPI 6,Matara,46,314,Construction,view
U40,P143,SPI 6,Matara,46,314,Construction,bid
U100,P143,SPI 6,Matara,46,314,Construction,view
U150,P143,SPI 6,Matara,46,314,Construction,bid
U180,P143,SPI 6,Matara,46,314,Construction,view
U2,P196,SPI 3,Ratnapura,121,698,Construction,bid
U91,P196,SPI 3,Ratnapura,121,698,Construction,bid
U94,P196,SPI 3,Ratnapura,121,698,Construction,bid
U158,P196,SPI 3,Ratnapura,121,698,Construction,view
U166,P196,SPI 3,Ratnapura,121,698,Construction,view
U2,P359,SPI 4,Jaffna,100,278,Construction,view
U5,P359,SPI 4,Jaffna,100,278,Construction,bid
U40,P359,SPI 4,Jaffna,100,278,Construction,bid
U52,P359,SPI 4,Jaffna,100,278,Construction,view
U55,P359,SPI 4,Jaffna,100,278,Construction,view
U63,P359,SPI 4,Jaffna,100,278,Construction,bid
U66,P359,SPI 4,Jaffna,100,278,Construction,bid
U102,P359,SPI 4,Jaffna,100,278,Construction,bid
U134,P359,SPI 4,Jaffna,100,278,Construction,bid
U136,P359,SPI 4,Jaffna,100,278,Construction,bid
U2,P352,SPI 1,Ragama,39,888,Manufacturing,view
U4,P352,SPI 1,Ragama,39,888,Manufacturing,bid
U26,P352,SPI 1,Ragama,39,888,Manufacturing,bid
U35,P352,SPI 1,Ragama,39,888,Manufacturing,bid
U45,P352,SPI 1,Ragama,39,888,Manufacturing,view
U76,P352,SPI 1,Ragama,39,888,Manufacturing,bid
U78,P352,SPI 1,Ragama,39,888,Manufacturing,bid
U87,P352,SPI 1,Ragama,39,888,Manufacturing,view
U126,P352,SPI 1,Ragama,39,888,Manufacturing,bid
U144,P352,SPI 1,Ragama,39,888,Manufacturing,bid
U154,P352,SPI 1,Ragama,39,888,Manufacturing,view
U184,P352,SPI 1,Ragama,39,888,Manufacturing,bid
U190,P352,SPI 1,Ragama,39,888,Manufacturing,bid
U200,P352,SPI 1,Ragama,39,888,Manufacturing,view
U2,P532,SPI 5,Veyangoda,135,323,Recycling,bid
U7,P532,SPI 5,Veyangoda,135,323,Recycling,bid
U19,P532,SPI 5,Veyangoda,135,323,Recycling,bid
U28,P532,SPI 5,Veyangoda,135,323,Recycling,bid
U38,P532,SPI 5,Veyangoda,135,323,Recycling,view
U39,P532,SPI 5,Veyangoda,135,323,Recycling,view
U70,P532,SPI 5,Veyangoda,135,323,Recycling,bid
U101,P532,SPI 5,Veyangoda,135,323,Recycling,view
U178,P532,SPI 5,Veyangoda,135,323,Recycling,view
U191,P532,SPI 5,Veyangoda,135,323,Recycling,bid
U2,P453,SPI 4,Batticaloa,135,423,Recycling,view
U58,P453,SPI 4,Batticaloa,135,423,Recycling,bid
U95,P453,SPI 4,Batticaloa,135,423,Recycling,bid
U132,P453,SPI 4,Batticaloa,135,423,Recycling,view
U171,P453,SPI 4,Batticaloa,135,423,Recycling,bid
U177,P453,SPI 4,Batticaloa,135,423,Recycling,bid
U2,P551,SPI 6,Jaffna,15,143,Other,bid
U9,P551,SPI 6,Jaffna,15,143,Other,view
U22,P551,SPI 6,Jaffna,15,143,Other,bid
U53,P551,SPI 6,Jaffna,15,143,Other,bid
U83,P551,SPI 6,Jaffna,15,143,Other,bid
U110,P551,SPI 6,Jaffna,15,143,Other,view
U121,P551,SPI 6,Jaffna,15,143,Other,view
U142,P551,SPI 6,Jaffna,15,143,Other,bid
U147,P551,SPI 6,Jaffna,15,143,Other,bid
U150,P551,SPI 6,Jaffna,15,143,Other,bid
U162,P551,SPI 6,Jaffna,15,143,Other,view
U188,P551,SPI 6,Jaffna,15,143,Other,bid
U191,P551,SPI 6,Jaffna,15,143,Other,view
U199,P551,SPI 6,Jaffna,15,143,Other,view
U2,P328,SPI 6,Kandy,117,655,Other,bid
U51,P328,SPI 6,Kandy,117,655,Other,view
U72,P328,SPI 6,Kandy,117,655,Other,bid
U86,P328,SPI 6,Kandy,117,655,Other,view
U106,P328,SPI 6,Kandy,117,655,Other,bid
U123,P328,SPI 6,Kandy,117,655,Other,bid
U198,P328,SPI 6,Kandy,117,655,Other,bid
U2,P412,SPI 1,Ratnapura,106,389,Construction,bid
U38,P412,SPI 1,Ratnapura,106,389,Construction,bid
U48,P412,SPI 1,Ratnapura,106,389,Construction,bid
U76,P412,SPI 1,Ratnapura,106,389,Construction,view
U107,P412,SPI 1,Ratnapura,106,389,Construction,view
U126,P412,SPI 1,Ratnapura,106,389,Construction,view
U146,P412,SPI 1,Ratnapura,106,389,Construction,bid
U149,P412,SPI 1,Ratnapura,106,389,Construction,view
U2,P566,SPI 4,Anuradhapura,90,657,Other,view
U11,P566,SPI 4,Anuradhapura,90,657,Other,bid
U28,P566,SPI 4,Anuradhapura,90,657,Other,bid
U91,P566,SPI 4,Anuradhapura,90,657,Other,bid
U97,P566,SPI 4,Anuradhapura,90,657,Other,view
U137,P566,SPI 4,Anuradhapura,90,657,Other,view
U2,P294,SPI 2,Udugampola,92,656,Recycling,bid
U22,P294,SPI 2,Udugampola,92,656,Recycling,bid
U23,P294,SPI 2,Udugampola,92,656,Recycling,bid
U48,P294,SPI 2,Udugampola,92,656,Recycling,view
U128,P294,SPI 2,Udugampola,92,656,Recycling,view
U140,P294,SPI 2,Udugampola,92,656,Recycling,bid
U145,P294,SPI 2,Udugampola,92,656,Recycling,view
U2,P168,SPI 3,Veyangoda,159,432,Other,view
U72,P168,SPI 3,Veyangoda,159,432,Other,bid
U138,P168,SPI 3,Veyangoda,159,432,Other,bid
U166,P168,SPI 3,Veyangoda,159,432,Other,view
U181,P168,SPI 3,Veyangoda,159,432,Other,bid
U2,P268,SPI 3,Moratuwa,154,507,Manufacturing,bid
U3,P268,SPI 3,Moratuwa,154,507,Manufacturing,view
U26,P268,SPI 3,Moratuwa,154,507,Manufacturing,view
U28,P268,SPI 3,Moratuwa,154,507,Manufacturing,bid
U99,P268,SPI 3,Moratuwa,154,507,Manufacturing,bid
U106,P268,SPI 3,Moratuwa,154,507,Manufacturing,bid
U139,P268,SPI 3,Moratuwa,154,507,Manufacturing,bid
U2,P254,SPI 2,Veyangoda,25,835,Manufacturing,bid
U18,P254,SPI 2,Veyangoda,25,835,Manufacturing,bid
U22,P254,SPI 2,Veyangoda,25,835,Manufacturing,bid
U87,P254,SPI 2,Veyangoda,25,835,Manufacturing,bid
U99,P254,SPI 2,Veyangoda,25,835,Manufacturing,view
U132,P254,SPI 2,Veyangoda,25,835,Manufacturing,view
U165,P254,SPI 2,Veyangoda,25,835,Manufacturing,view
U2,P480,SPI 1,Gampaha,190,438,Construction,bid
U6,P480,SPI 1,Gampaha,190,438,Construction,view
U27,P480,SPI 1,Gampaha,190,438,Construction,view
U68,P480,SPI 1,Gampaha,190,438,Construction,bid
U72,P480,SPI 1,Gampaha,190,438,Construction,bid
U93,P480,SPI 1,Gampaha,190,438,Construction,bid
U181,P480,SPI 1,Gampaha,190,438,Construction,view
U2,P193,SPI 4,Ragama,68,652,Construction,bid
U12,P193,SPI 4,Ragama,68,652,Construction,view
U105,P193,SPI 4,Ragama,68,652,Construction,bid
U113,P193,SPI 4,Ragama,68,652,Construction,bid
U120,P193,SPI 4,Ragama,68,652,Construction,view
U127,P193,SPI 4,Ragama,68,652,Construction,bid
U132,P193,SPI 4,Ragama,68,652,Construction,bid
U168,P193,SPI 4,Ragama,68,652,Construction,view
U169,P193,SPI 4,Ragama,68,652,Construction,view
U178,P193,SPI 4,Ragama,68,652,Construction,bid
U184,P193,SPI 4,Ragama,68,652,Construction,view
U197,P193,SPI 4,Ragama,68,652,Construction,bid
U2,P408,SPI 3,Anuradhapura,75,138,Other,view
U4,P408,SPI 3,Anuradhapura,75,138,Other,bid
U39,P408,SPI 3,Anuradhapura,75,138,Other,view
U41,P408,SPI 3,Anuradhapura,75,138,Other,bid
U42,P408,SPI 3,Anuradhapura,75,138,Other,bid
U48,P408,SPI 3,Anuradhapura,75,138,Other,view
U49,P408,SPI 3,Anuradhapura,75,138,Other,bid
U82,P408,SPI 3,Anuradhapura,75,138,Other,view
U99,P408,SPI 3,Anuradhapura,75,138,Other,bid
U101,P408,SPI 3,Anuradhapura,75,138,Other,view
U127,P408,SPI 3,Anuradhapura,75,138,Other,bid
U133,P408,SPI 3,Anuradhapura,75,138,Other,bid
U148,P408,SPI 3,Anuradhapura,75,138,Other,bid
U165,P408,SPI 3,Anuradhapura,75,138,Other,view
U2,P500,SPI 6,Ratnapura,101,643,Manufacturing,bid
U70,P500,SPI 6,Ratnapura,101,643,Manufacturing,bid
U148,P500,SPI 6,Ratnapura,101,643,Manufacturing,view
U152,P500,SPI 6,Ratnapura,101,643,Manufacturing,bid
U169,P500,SPI 6,Ratnapura,101,643,Manufacturing,view
U2,P439,SPI 6,Trincomalee,76,947,Construction,bid
U33,P439,SPI 6,Trincomalee,76,947,Construction,bid
U62,P439,SPI 6,Trincomalee,76,947,Construction,bid
U93,P439,SPI 6,Trincomalee,76,947,Construction,view
U99,P439,SPI 6,Trincomalee,76,947,Construction,view
U102,P439,SPI 6,Trincomalee,76,947,Construction,view
U121,P439,SPI 6,Trincomalee,76,947,Construction,bid
U131,P439,SPI 6,Trincomalee,76,947,Construction,view
U159,P439,SPI 6,Trincomalee,76,947,Construction,view
U183,P439,SPI 6,Trincomalee,76,947,Construction,bid
U199,P439,SPI 6,Trincomalee,76,947,Construction,view
U2,P140,SPI 5,Ratnapura,52,424,Manufacturing,view
U18,P140,SPI 5,Ratnapura,52,424,Manufacturing,view
U27,P140,SPI 5,Ratnapura,52,424,Manufacturing,bid
U44,P140,SPI 5,Ratnapura,52,424,Manufacturing,view
U49,P140,SPI 5,Ratnapura,52,424,Manufacturing,bid
U70,P140,SPI 5,Ratnapura,52,424,Manufacturing,bid
U102,P140,SPI 5,Ratnapura,52,424,Manufacturing,bid
U105,P140,SPI 5,Ratnapura,52,424,Manufacturing,view
U122,P140,SPI 5,Ratnapura,52,424,Manufacturing,view
U158,P140,SPI 5,Ratnapura,52,424,Manufacturing,bid
U180,P140,SPI 5,Ratnapura,52,424,Manufacturing,bid
U185,P140,SPI 5,Ratnapura,52,424,Manufacturing,bid
U186,P140,SPI 5,Ratnapura,52,424,Manufacturing,bid
U188,P140,SPI 5,Ratnapura,52,424,Manufacturing,view
U2,P523,SPI 2,Kandy,140,757,Recycling,view
U39,P523,SPI 2,Kandy,140,757,Recycling,view
U135,P523,SPI 2,Kandy,140,757,Recycling,bid
U140,P523,SPI 2,Kandy,140,757,Recycling,bid
U176,P523,SPI 2,Kandy,140,757,Recycling,view
U2,P501,SPI 4,Veyangoda,19,447,Other,view
U3,P501,SPI 4,Veyangoda,19,447,Other,view
U26,P501,SPI 4,Veyangoda,19,447,Other,view
U51,P501,SPI 4,Veyangoda,19,447,Other,view
U65,P501,SPI 4,Veyangoda,19,447,Other,view
U87,P501,SPI 4,Veyangoda,19,447,Other,view
U2,P97,SPI 6,Malambe,11,151,Other,view
U26,P97,SPI 6,Malambe,11,151,Other,bid
U42,P97,SPI 6,Malambe,11,151,Other,view
U59,P97,SPI 6,Malambe,11,151,Other,view
U80,P97,SPI 6,Malambe,11,151,Other,bid
U110,P97,SPI 6,Malambe,11,151,Other,view
U132,P97,SPI 6,Malambe,11,151,Other,bid
U168,P97,SPI 6,Malambe,11,151,Other,view
U182,P97,SPI 6,Malambe,11,151,Other,bid
U2,P152,SPI 6,Trincomalee,135,968,Construction,bid
U29,P152,SPI 6,Trincomalee,135,968,Construction,view
U120,P152,SPI 6,Trincomalee,135,968,Construction,bid
U128,P152,SPI 6,Trincomalee,135,968,Construction,view
U132,P152,SPI 6,Trincomalee,135,968,Construction,view
U164,P152,SPI 6,Trincomalee,135,968,Construction,bid
U168,P152,SPI 6,Trincomalee,135,968,Construction,view
U175,P152,SPI 6,Trincomalee,135,968,Construction,view
U190,P152,SPI 6,Trincomalee,135,968,Construction,view
U193,P152,SPI 6,Trincomalee,135,968,Construction,view
U2,P238,SPI 1,Udugampola,94,912,Manufacturing,bid
U20,P238,SPI 1,Udugampola,94,912,Manufacturing,view
U46,P238,SPI 1,Udugampola,94,912,Manufacturing,bid
U64,P238,SPI 1,Udugampola,94,912,Manufacturing,view
U117,P238,SPI 1,Udugampola,94,912,Manufacturing,bid
U173,P238,SPI 1,Udugampola,94,912,Manufacturing,view
U187,P238,SPI 1,Udugampola,94,912,Manufacturing,bid
U192,P238,SPI 1,Udugampola,94,912,Manufacturing,bid
U2,P344,SPI 6,Batticaloa,82,575,Construction,view
U23,P344,SPI 6,Batticaloa,82,575,Construction,view
U31,P344,SPI 6,Batticaloa,82,575,Construction,bid
U44,P344,SPI 6,Batticaloa,82,575,Construction,bid
U80,P344,SPI 6,Batticaloa,82,575,Construction,view
U85,P344,SPI 6,Batticaloa,82,575,Construction,bid
U89,P344,SPI 6,Batticaloa,82,575,Construction,view
